20.0,35.0,90.0,1100.0,95.9
20.0,35.0,90.0,1200.0,95.6
20.0,35.0,90.0,1300.0,95.3
20.0,35.0,90.0,1400.0,95.0
20.0,35.0,90.0,1500.0,94.6
20.0,35.0,90.0,1600.0,94.3
20.0,35.0,90.0,1700.0,94.1
20.0,35.0,90.0,1800.0,93.8
20.0,35.0,90.0,1900.0,93.5
20.0,35.0,90.0,2000.0,93.3
20.0,35.0,90.0,2100.0,93.1
20.0,35.0,90.0,2200.0,93.0
20.0,35.0,90.0,2300.0,92.8
20.0,35.0,90.0,2400.0,92.6
20.0,35.0,90.0,2500.0,92.6
20.0,35.0,95.0,800.0,96.8
20.0,35.0,95.0,900.0,96.6
20.0,35.0,95.0,1000.0,96.4
20.0,35.0,95.0,1100.0,96.1
20.0,35.0,95.0,1200.0,95.9
20.0,35.0,95.0,1300.0,95.6
20.0,35.0,95.0,1400.0,95.2
20.0,35.0,95.0,1500.0,94.9
20.0,35.0,95.0,1600.0,94.6
20.0,35.0,95.0,1700.0,94.3
20.0,35.0,95.0,1800.0,93.8
20.0,35.0,95.0,1900.0,93.5
20.0,35.0,95.0,2000.0,93.2
20.0,35.0,95.0,2100.0,92.9
20.0,35.0,95.0,2200.0,92.7
20.0,35.0,95.0,2300.0,92.4
20.0,35.0,95.0,2400.0,92.1
20.0,35.0,95.0,2500.0,91.9
20.0,35.0,100.0,800.0,97.1
20.0,35.0,100.0,900.0,96.9
20.0,35.0,100.0,1000.0,96.6
20.0,35.0,100.0,1100.0,96.4
20.0,35.0,100.0,1200.0,96.1
20.0,35.0,100.0,1300.0,95.8
20.0,35.0,100.0,1400.0,95.5
20.0,35.0,100.0,1500.0,95.2
20.0,35.0,100.0,1600.0,94.9
20.0,35.0,100.0,1700.0,94.6
20.0,35.0,100.0,1800.0,94.2
20.0,35.0,100.0,1900.0,93.7
20.0,35.0,100.0,2000.0,93.3
20.0,35.0,100.0,2100.0,93.0
20.0,35.0,100.0,2200.0,92.7
20.0,35.0,100.0,2300.0,92.3
20.0,35.0,100.0,2400.0,91.9
20.0,35.0,100.0,2500.0,91.6
20.0,35.0,105.0,800.0,97.3
20.0,35.0,105.0,900.0,97.1
20.0,35.0,105.0,1000.0,96.9
20.0,35.0,105.0,1100.0,96.7
20.0,35.0,105.0,1200.0,96.5
20.0,35.0,105.0,1300.0,96.2
20.0,35.0,105.0,1400.0,95.9
20.0,35.0,105.0,1500.0,95.6
20.0,35.0,105.0,1600.0,95.3
20.0,35.0,105.0,1700.0,95.1
20.0,35.0,105.0,1800.0,94.6
20.0,35.0,105.0,1900.0,94.1
20.0,35.0,105.0,2000.0,93.6
20.0,35.0,105.0,2100.0,93.2
20.0,35.0,105.0,2200.0,92.9
20.0,35.0,105.0,2300.0,92.5
20.0,35.0,105.0,2400.0,92.0
20.0,35.0,105.0,2500.0,91.6
20.0,35.0,110.0,800.0,97.6
20.0,35.0,110.0,900.0,97.4
20.0,35.0,110.0,1000.0,97.2
20.0,35.0,110.0,1100.0,97.0
20.0,35.0,110.0,1200.0,96.8
20.0,35.0,110.0,1300.0,96.6
20.0,35.0,110.0,1400.0,96.3
20.0,35.0,110.0,1500.0,96.0
20.0,35.0,110.0,1600.0,95.7
20.0,35.0,110.0,1700.0,95.5
20.0,35.0,110.0,1800.0,95.1
20.0,35.0,110.0,1900.0,94.6
20.0,35.0,110.0,2000.0,94.1
20.0,35.0,110.0,2100.0,93.6
20.0,35.0,110.0,2200.0,93.2
20.0,35.0,110.0,2300.0,92.7
20.0,35.0,110.0,2400.0,92.3
20.0,35.0,110.0,2500.0,91.9
20.0,35.0,115.0,800.0,97.9
20.0,35.0,115.0,900.0,97.7
20.0,35.0,115.0,1000.0,97.5
20.0,35.0,115.0,1100.0,97.4
20.0,35.0,115.0,1200.0,97.2
20.0,35.0,115.0,1300.0,97.0
20.0,35.0,115.0,1400.0,96.8
20.0,35.0,115.0,1500.0,96.5
20.0,35.0,115.0,1600.0,96.2
20.0,35.0,115.0,1700.0,96.0
20.0,35.0,115.0,1800.0,95.6
20.0,35.0,115.0,1900.0,95.1
20.0,35.0,115.0,2000.0,94.6
20.0,35.0,115.0,2100.0,94.1
20.0,35.0,115.0,2200.0,93.5
20.0,35.0,115.0,2300.0,93.1
20.0,35.0,115.0,2400.0,92.6
20.0,35.0,115.0,2500.0,92.3
20.0,35.0,120.0,800.0,98.1
20.0,35.0,120.0,900.0,97.9
20.0,35.0,120.0,1000.0,97.8
20.0,35.0,120.0,1100.0,97.6
20.0,35.0,120.0,1200.0,97.5
20.0,35.0,120.0,1300.0,97.3
20.0,35.0,120.0,1400.0,97.1
20.0,35.0,120.0,1500.0,96.9
20.0,35.0,120.0,1600.0,96.6
20.0,35.0,120.0,1700.0,96.4
20.0,35.0,120.0,1800.0,96.1
20.0,35.0,120.0,1900.0,95.6
20.0,35.0,120.0,2000.0,95.1
20.0,35.0,120.0,2100.0,94.6
20.0,35.0,120.0,2200.0,94.0
20.0,35.0,120.0,2300.0,93.5
20.0,35.0,120.0,2400.0,93.0
20.0,35.0,120.0,2500.0,92.6
20.0,35.0,125.0,800.0,98.3
20.0,35.0,125.0,900.0,98.2
20.0,35.0,125.0,1000.0,98.0
20.0,35.0,125.0,1100.0,97.9
20.0,35.0,125.0,1200.0,97.7
20.0,35.0,125.0,1300.0,97.6
20.0,35.0,125.0,1400.0,97.4
20.0,35.0,125.0,1500.0,97.2
20.0,35.0,125.0,1600.0,97.0
20.0,35.0,125.0,1700.0,96.8
20.0,35.0,125.0,1800.0,96.5
20.0,35.0,125.0,1900.0,96.1
20.0,35.0,125.0,2000.0,95.6
20.0,35.0,125.0,2100.0,95.1
20.0,35.0,125.0,2200.0,94.7
20.0,35.0,125.0,2300.0,94.2
20.0,35.0,125.0,2400.0,93.6
20.0,35.0,125.0,2500.0,93.0
20.0,35.0,130.0,800.0,98.4
20.0,35.0,130.0,900.0,98.3
20.0,35.0,130.0,1000.0,98.2
20.0,35.0,130.0,1100.0,98.1
20.0,35.0,130.0,1200.0,98.0
20.0,35.0,130.0,1300.0,97.8
20.0,35.0,130.0,1400.0,97.7
20.0,35.0,130.0,1500.0,97.5
20.0,35.0,130.0,1600.0,97.4
20.0,35.0,130.0,1700.0,97.2
20.0,35.0,130.0,1800.0,97.0
20.0,35.0,130.0,1900.0,96.5
20.0,35.0,130.0,2000.0,96.1
20.0,35.0,130.0,2100.0,95.7
20.0,35.0,130.0,2200.0,95.3
20.0,35.0,130.0,2300.0,94.9
20.0,35.0,130.0,2400.0,94.4
20.0,35.0,130.0,2500.0,93.8
20.0,35.0,135.0,800.0,98.5
20.0,35.0,135.0,900.0,98.4
20.0,35.0,135.0,1000.0,98.3
20.0,35.0,135.0,1100.0,98.2
20.0,35.0,135.0,1200.0,98.2
20.0,35.0,135.0,1300.0,98.1
20.0,35.0,135.0,1400.0,98.0
20.0,35.0,135.0,1500.0,97.8
20.0,35.0,135.0,1600.0,97.7
20.0,35.0,135.0,1700.0,97.6
20.0,35.0,135.0,1800.0,97.4
20.0,35.0,135.0,1900.0,97.0
20.0,35.0,135.0,2000.0,96.7
20.0,35.0,135.0,2100.0,96.3
20.0,35.0,135.0,2200.0,95.9
20.0,35.0,135.0,2300.0,95.5
20.0,35.0,135.0,2400.0,95.1
20.0,35.0,135.0,2500.0,94.7
20.0,35.0,140.0,800.0,98.6
20.0,35.0,140.0,900.0,98.5
20.0,35.0,140.0,1000.0,98.4
20.0,35.0,140.0,1100.0,98.4
20.0,35.0,140.0,1200.0,98.3
20.0,35.0,140.0,1300.0,98.2
20.0,35.0,140.0,1400.0,98.1
20.0,35.0,140.0,1500.0,98.0
20.0,35.0,140.0,1600.0,98.0
20.0,35.0,140.0,1700.0,97.9
20.0,35.0,140.0,1800.0,97.8
20.0,35.0,140.0,1900.0,97.5
20.0,35.0,140.0,2000.0,97.2
20.0,35.0,140.0,2100.0,96.9
20.0,35.0,140.0,2200.0,96.5
20.0,35.0,140.0,2300.0,96.2
20.0,35.0,140.0,2400.0,95.8
20.0,35.0,140.0,2500.0,95.4
20.0,35.0,145.0,800.0,98.7
20.0,35.0,145.0,900.0,98.6
20.0,35.0,145.0,1000.0,98.5
20.0,35.0,145.0,1100.0,98.5
20.0,35.0,145.0,1200.0,98.4
20.0,35.0,145.0,1300.0,98.3
20.0,35.0,145.0,1400.0,98.2
20.0,35.0,145.0,1500.0,98.2
20.0,35.0,145.0,1600.0,98.1
20.0,35.0,145.0,1700.0,98.0
20.0,35.0,145.0,1800.0,98.0
20.0,35.0,145.0,1900.0,97.9
20.0,35.0,145.0,2000.0,97.6
20.0,35.0,145.0,2100.0,97.3
20.0,35.0,145.0,2200.0,97.0
20.0,35.0,145.0,2300.0,96.7
20.0,35.0,145.0,2400.0,96.4
20.0,35.0,145.0,2500.0,96.0
20.0,35.0,150.0,800.0,98.8
20.0,35.0,150.0,900.0,98.7
20.0,35.0,150.0,1000.0,98.7
20.0,35.0,150.0,1100.0,98.6
20.0,35.0,150.0,1200.0,98.5
20.0,35.0,150.0,1300.0,98.4
20.0,35.0,150.0,1400.0,98.3
20.0,35.0,150.0,1500.0,98.3
20.0,35.0,150.0,1600.0,98.2
20.0,35.0,150.0,1700.0,98.2
20.0,35.0,150.0,1800.0,98.2
20.0,35.0,150.0,1900.0,98.1
20.0,35.0,150.0,2000.0,97.9
20.0,35.0,150.0,2100.0,97.7
20.0,35.0,150.0,2200.0,97.4
20.0,35.0,150.0,2300.0,97.2
20.0,35.0,150.0,2400.0,96.9
20.0,35.0,150.0,2500.0,96.5
20.0,35.0,155.0,800.0,98.9
20.0,35.0,155.0,900.0,98.8
20.0,35.0,155.0,1000.0,98.8
20.0,35.0,155.0,1100.0,98.7
20.0,35.0,155.0,1200.0,98.6
20.0,35.0,155.0,1300.0,98.5
20.0,35.0,155.0,1400.0,98.5
20.0,35.0,155.0,1500.0,98.4
20.0,35.0,155.0,1600.0,98.3
20.0,35.0,155.0,1700.0,98.3
20.0,35.0,155.0,1800.0,98.3
20.0,35.0,155.0,1900.0,98.3
20.0,35.0,155.0,2000.0,98.1
20.0,35.0,155.0,2100.0,97.9
20.0,35.0,155.0,2200.0,97.7
20.0,35.0,155.0,2300.0,97.5
20.0,35.0,155.0,2400.0,97.3
20.0,35.0,155.0,2500.0,97.0
20.0,35.0,160.0,800.0,99.0
20.0,35.0,160.0,900.0,98.9
20.0,35.0,160.0,1000.0,98.9
20.0,35.0,160.0,1100.0,98.8
20.0,35.0,160.0,1200.0,98.7
20.0,35.0,160.0,1300.0,98.7
20.0,35.0,160.0,1400.0,98.6
20.0,35.0,160.0,1500.0,98.5
20.0,35.0,160.0,1600.0,98.5
20.0,35.0,160.0,1700.0,98.5
20.0,35.0,160.0,1800.0,98.5
20.0,35.0,160.0,1900.0,98.4
20.0,35.0,160.0,2000.0,98.3
20.0,35.0,160.0,2100.0,98.2
20.0,35.0,160.0,2200.0,98.0
20.0,35.0,160.0,2300.0,97.8
20.0,35.0,160.0,2400.0,97.6
20.0,35.0,160.0,2500.0,97.4
20.0,35.0,165.0,800.0,99.1
20.0,35.0,165.0,900.0,99.0
20.0,35.0,165.0,1000.0,99.0
20.0,35.0,165.0,1100.0,98.9
20.0,35.0,165.0,1200.0,98.9
20.0,35.0,165.0,1300.0,98.8
20.0,35.0,165.0,1400.0,98.7
20.0,35.0,165.0,1500.0,98.7
20.0,35.0,165.0,1600.0,98.7
20.0,35.0,165.0,1700.0,98.7
20.0,35.0,165.0,1800.0,98.7
20.0,35.0,165.0,1900.0,98.6
20.0,35.0,165.0,2000.0,98.5
20.0,35.0,165.0,2100.0,98.4
20.0,35.0,165.0,2200.0,98.2
20.0,35.0,165.0,2300.0,98.0
20.0,35.0,165.0,2400.0,97.9
20.0,35.0,165.0,2500.0,97.7
20.0,35.0,170.0,800.0,99.2
20.0,35.0,170.0,900.0,99.2
20.0,35.0,170.0,1000.0,99.1
20.0,35.0,170.0,1100.0,99.0
20.0,35.0,170.0,1200.0,99.0
20.0,35.0,170.0,1300.0,98.9
20.0,35.0,170.0,1400.0,98.9
20.0,35.0,170.0,1500.0,98.8
20.0,35.0,170.0,1600.0,98.8
20.0,35.0,170.0,1700.0,98.8
20.0,35.0,170.0,1800.0,98.8
20.0,35.0,170.0,1900.0,98.8
20.0,35.0,170.0,2000.0,98.7
20.0,35.0,170.0,2100.0,98.6
